SCORES angle_constraint atom_pair_constraint chainbreak coordinate_constraint dihedral_constraint dslf_ca_dih dslf_cs_ang dslf_ss_dih dslf_ss_dst fa_atr fa_dun fa_intra_rep fa_pair fa_rep fa_sol frac_atoms_within_0.5 frac_atoms_within_1.0 frac_atoms_within_2.0 hack_elec hbond_bb_sc hbond_lr_bb hbond_sc hbond_sr_bb if_angle_constraint if_atom_pair_constraint if_chainbreak if_coordinate_constraint if_dihedral_constraint if_dslf_ca_dih if_dslf_cs_ang if_dslf_ss_dih if_dslf_ss_dst if_fa_atr if_fa_dun if_fa_intra_rep if_fa_pair if_fa_rep if_fa_sol if_hack_elec if_hbond_bb_sc if_hbond_lr_bb if_hbond_sc if_hbond_sr_bb if_omega if_p_aa_pp if_pro_close if_ref interface_delta ligand_auto_rms_no_super ligand_auto_rms_with_super ligand_centroid_travel ligand_is_touching omega p_aa_pp pro_close ref total_score
hNN_1sjw_d2n_des_1_0054 0 0 0 0 0.0572683 0 0 0 0 -544.831 68.9685 1.33034 -18.1544 56.8451 250.875 0 0.0384615 0.346154 -17.0225 -27.9372 -95.2717 -17.3684 -118.759 0 -40.9386 0 0 0 0 0 0 0 -16.9597 0 0 0.120357 3.38792 5.91525 -0.182222 -0.270843 4.12115e-13 -1.49602 7.10543e-14 0 0 0 0 -50.4239 3.50496 1.88035 1.65166 1 20.6388 -26.0635 6.05219 -34.86 -495.5
hNN_1sjw_d2n_des_1_0055 0 0 0 0 0.0162854 0 0 0 0 -543.253 67.1505 1.28755 -18.0889 53.8918 254.207 0 0.0384615 0.0769231 -17.736 -29.5489 -95.2717 -18.41 -118.759 0 -41.8981 0 0 0 0 0 0 0 -14.5127 0 0 0.0674308 2.23105 8.21201 -0.379904 -0.235745 1.42109e-14 -0.962008 1.42109e-14 0 0 0 0 -47.4779 8.55296 1.14559 4.8797 1 20.6388 -26.0635 6.10932 -34.86 -498.689
hNN_1sjw_d2n_des_1_0056 0 0 0 0 0.622301 0 0 0 0 -551.858 72.2413 1.33819 -18.1025 66.7145 258.846 0 0 0.0384615 -18.0013 -30.1618 -95.2717 -17.8423 -118.759 0 -40.9046 0 0 0 0 0 0 0 -21.3022 0 0 -0.0682149 9.49673 12.2463 -0.361645 -0.383127 0 -0.514487 -2.84217e-14 0 0 0 0 -41.7913 5.48749 1.90164 1.73367 1 20.6388 -26.0635 6.05155 -34.86 -484.467
hNN_1sjw_d2n_des_1_0057 0 0 0 0 6.80621 0 0 0 0 -550.324 69.7803 1.33765 -19.227 68.2588 257.853 0 0.0384615 0.269231 -18.5626 -30.9054 -95.2717 -20.7685 -118.759 0 -41.1825 0 0 0 0 0 0 0 -19.0383 0 0 0.100393 10.2903 7.65849 -0.365977 -0.329325 1.42109e-14 -1.37381 1.42109e-14 0 0 0 0 -44.2407 3.90213 1.62238 1.14964 1 20.6388 -26.0635 11.4476 -34.86 -478.619
hNN_1sjw_d2n_des_1_0058 0 0 0 0 0.494468 0 0 0 0 -551.713 68.4949 1.32154 -18.6208 61.4498 256.606 0 0 0.115385 -16.8028 -28.7314 -95.2717 -18.1877 -118.759 0 -41.4051 0 0 0 0 0 0 0 -20.4662 0 0 0.100719 5.88125 9.99737 -0.116246 -0.174171 1.42109e-14 -0.116967 1.42109e-14 0 0 0 0 -46.2993 7.72265 0.523594 1.30424 1 20.6388 -26.0635 6.05192 -34.86 -493.951
hNN_1sjw_d2n_des_1_0059 0 0 0 0 0.0511298 0 0 0 0 -544.176 69.3021 1.29737 -19.124 62.533 254.731 0 0 0.0384615 -17.0932 -30.0091 -95.2717 -18.2026 -118.759 0 -41.4109 0 0 0 0 0 0 0 -19.1886 0 0 -0.0137866 3.35781 12.6402 -0.519202 -0.236179 4.12115e-13 -3.53506 7.10543e-14 0 0 0 0 -48.9057 8.47158 2.0025 3.16281 1 20.6388 -26.0635 5.9668 -34.86 -489.038
hNN_1sjw_d2n_des_1_0060 0 0 0 0 9.63184 0 0 0 0 -552.86 72.8855 1.2942 -18.407 92.8567 255.552 0 0 0.0769231 -17.5839 -26.5212 -95.2717 -15.3664 -118.759 0 -41.3575 0 0 0 0 0 0 0 -21.4263 0 0 0.110266 21.1165 8.75134 -0.907466 -0.192989 0 -0.86692 -2.84217e-14 0 0 0 0 -34.773 4.99989 1.82075 2.77765 1 20.6388 -26.0635 6.05147 -34.86 -446.781
hNN_1sjw_d2n_des_1_0061 0 0 0 0 3.30441 0 0 0 0 -543.686 74.1937 1.27977 -18.4336 70.6291 256.586 0 0.0384615 0.0769231 -17.0153 -25.2914 -95.2717 -17.2886 -118.759 0 -41.228 0 0 0 0 0 0 0 -20.8637 0 0 0.0864492 6.4099 12.4979 -0.0817452 -0.0893489 4.12115e-13 -0.558972 7.10543e-14 0 0 0 0 -43.8275 7.05169 0.673505 2.66694 1 20.6388 -26.0635 6.05164 -34.86 -463.985
hNN_1sjw_d2n_des_1_0062 0 0 0 0 0.221353 0 0 0 0 -537.207 67.2416 1.30671 -18.3167 54.6886 251.068 0 0.0384615 0.0769231 -16.3957 -26.3874 -95.2717 -15.4168 -118.759 0 -41.7194 0 0 0 0 0 0 0 -13.4205 0 0 0.0842282 1.19027 7.8927 -0.468363 -0.236496 5.68434e-14 -1.69771 1.27898e-13 0 0 0 0 -48.3753 8.60795 2.18308 3.25528 1 20.6388 -26.0635 6.0859 -34.86 -487.426
hNN_1sjw_d2n_des_1_0063 0 0 0 0 0.644336 0 0 0 0 -544.859 68.6641 1.27712 -19.1152 54.5548 253.107 0 0 0.230769 -17.5157 -28.6338 -95.2717 -19.7221 -118.759 0 -41.1218 0 0 0 0 0 0 0 -14.4405 0 0 0.0650106 3.22046 5.84105 -0.35348 -0.314938 0 -2.3678 -2.84217e-14 0 0 0 0 -49.472 3.15334 1.12273 1.4646 1 20.6388 -26.0635 6.05066 -34.86 -499.863
hNN_1sjw_d2n_des_1_0064 0 0 0 0 0.0343507 0 0 0 0 -540.365 70.7086 1.28102 -18.0308 56.6901 247.819 0 0.0384615 0.230769 -16.0927 -26.4382 -95.2717 -15.0226 -118.759 0 -41.1932 0 0 0 0 0 0 0 -16.7776 0 0 -0.0319615 3.26865 7.12008 0.0183796 -0.224393 4.12115e-13 -0.110177 7.10543e-14 0 0 0 0 -47.9302 4.31996 0.248188 2.41296 1 20.6388 -26.0635 6.05186 -34.86 -487.68
hNN_1sjw_d2n_des_1_0065 0 0 0 0 0.00357557 0 0 0 0 -537.79 64.5332 1.27707 -18.1574 53.3867 251.061 0 0 0 -17.0908 -27.6462 -95.2717 -18.1989 -118.759 0 -41.3152 0 0 0 0 0 0 0 -14.2673 0 0 0.0685971 1.71588 7.84943 -0.254483 -0.234686 1.42109e-14 -0.793817 1.42109e-14 0 0 0 0 -47.2316 6.1629 0.482836 3.78024 1 20.6388 -26.0635 6.05587 -34.86 -496.88
hNN_1sjw_d2n_des_1_0066 0 0 0 0 0.0130442 0 0 0 0 -539.483 69.2435 1.32452 -18.1114 58.8764 251.081 0 0 0.0769231 -16.7651 -27.7274 -95.2717 -15.6947 -118.759 0 -41.8871 0 0 0 0 0 0 0 -14.8516 0 0 0.0633241 0.944573 9.17154 -0.198295 -0.172067 1.42109e-14 -0.967167 1.42109e-14 0 0 0 0 -47.8968 8.79463 1.83858 3.29864 1 20.6388 -26.0635 6.05365 -34.86 -485.504
hNN_1sjw_d2n_des_1_0067 0 0 0 0 0.126873 0 0 0 0 -546.741 71.0675 1.35184 -18.7577 56.761 253.179 0 0.115385 0.384615 -18.1854 -29.8449 -95.2717 -23.2779 -118.759 0 -41.016 0 0 0 0 0 0 0 -16.1577 0 0 0.0829326 1.87137 7.61119 -0.449021 -0.221778 0 -3.00922 -2.84217e-14 0 0 0 0 -51.2882 3.4794 1.11949 1.15582 1 20.6388 -26.0635 11.4476 -34.86 -497.188
hNN_1sjw_d2n_des_1_0068 0 0 0 0 0.208969 0 0 0 0 -535.475 67.8357 1.38046 -18.1852 52.2375 245.847 0 0 0.0384615 -16.0524 -27.2193 -95.2717 -13.3035 -118.759 0 -41.3711 0 0 0 0 0 0 0 -12.0224 0 0 0.0376365 0.531954 3.84474 0.00710089 -0.227569 0 -1.56319e-13 -2.84217e-14 0 0 0 0 -49.1996 6.80077 1.85473 4.81778 1 20.6388 -26.0635 6.05233 -34.86 -490.988
hNN_1sjw_d2n_des_1_0069 0 0 0 0 1.34393 0 0 0 0 -547.614 68.0265 1.34785 -18.6375 62.8058 253.005 0 0.153846 0.384615 -17.0861 -31.2257 -95.2717 -18.6318 -118.759 0 -40.9752 0 0 0 0 0 0 0 -14.8903 0 0 0.109373 3.61755 5.76133 -0.22563 -2.13249 5.68434e-14 -0.131625 1.27898e-13 0 0 0 0 -48.867 2.87946 1.18655 0.825591 1 20.6388 -26.0635 6.05276 -34.86 -494.928
hNN_1sjw_d2n_des_1_0070 0 0 0 0 0.0357642 0 0 0 0 -540.946 71.4044 1.3117 -18.5434 57.8362 252.465 0 0 0.0769231 -16.0582 -27.1138 -95.2717 -14.3395 -118.759 0 -41.2101 0 0 0 0 0 0 0 -13.4079 0 0 0.109683 4.11661 7.53958 0.0214736 -0.320549 0 -0.13128 -2.84217e-14 0 0 0 0 -43.2825 8.07694 2.19541 1.02667 1 20.6388 -26.0635 6.05167 -34.86 -482.21
hNN_1sjw_d2n_des_1_0071 0 0 0 0 2.04253 0 0 0 0 -542.511 71.5754 1.25734 -18.3886 76.4819 249.096 0.0384615 0.153846 0.5 -15.2592 -24.692 -95.2717 -10.1602 -118.759 0 -40.9616 0 0 0 0 0 0 0 -14.3372 0 0 0.0895534 2.88173 5.78162 -0.01303 -0.105516 4.12115e-13 -0.152531 7.10543e-14 0 0 0 0 -46.817 3.2743 0.305675 1.034 1 20.6388 -26.0635 6.05064 -34.86 -458.823
hNN_1sjw_d2n_des_1_0072 0 0 0 0 3.61999 0 0 0 0 -555.792 79.4626 1.63626 -18.8119 92.7585 260.148 0 0 0.0384615 -18.3615 -29.4922 -95.2717 -19.2782 -118.759 0 -41.3594 0 0 0 0 0 0 0 -24.6136 0 0 0.0361991 18.6235 12.4075 -0.476806 -0.36326 0 -0.185719 -2.84217e-14 0 0 0 0 -35.9315 9.22764 2.07046 6.33627 1 20.6388 -26.0635 11.4476 -34.86 -446.978
hNN_1sjw_d2n_des_1_0073 0 0 0 0 0.0298765 0 0 0 0 -551.447 72.1785 1.35549 -17.907 63.7815 257.978 0 0 0.0769231 -17.2993 -27.5362 -95.2717 -16.8716 -118.759 0 -41.4971 0 0 0 0 0 0 0 -23.5117 0 0 -0.0254607 7.04791 12.4454 -0.702763 -0.324821 4.12115e-13 -1.74659 7.10543e-14 0 0 0 0 -48.3151 8.03965 2.00724 3.20858 1 20.6388 -26.0635 2.24749 -34.86 -487.805
hNN_1sjw_d2n_des_1_0074 0 0 0 0 0.0130964 0 0 0 0 -543.05 71.0014 1.44629 -17.5183 58.9761 252.76 0 0.0384615 0.0384615 -16.18 -27.4734 -95.2717 -15.4011 -118.759 0 -41.4073 0 0 0 0 0 0 0 -15.1006 0 0 -0.0925934 0.757139 7.06834 0.378277 -0.206776 0 -0.119891 -2.84217e-14 0 0 0 0 -48.7234 8.618 2.01254 2.70724 1 20.6388 -26.0635 11.4476 -34.86 -478.293
hNN_1sjw_d2n_des_1_0075 0 0 0 0 0.0305457 0 0 0 0 -533.931 67.458 1.31303 -18.7074 53.0049 247.572 0 0 0 -17.0958 -29.9911 -95.2717 -15.3676 -118.759 0 -41.8792 0 0 0 0 0 0 0 -7.51521 0 0 0.0635739 0.688092 3.94445 0.142206 -0.117375 0 -0.0304545 -2.84217e-14 0 0 0 0 -44.704 9.98958 1.97365 7.91156 1 20.6388 -26.0635 6.05795 -34.86 -493.971
hNN_1sjw_d2n_des_1_0076 0 0 0 0 0.00919288 0 0 0 0 -544.112 66.5053 1.2853 -18.6586 58.4184 253.461 0 0.115385 0.384615 -16.7669 -28.253 -95.2717 -15.656 -118.759 0 -41.0537 0 0 0 0 0 0 0 -16.1374 0 0 0.10779 3.22284 5.99303 -0.459063 -0.244181 0 -1.88685 -2.84217e-14 0 0 0 0 -50.4576 3.53199 0.247515 0.8916 1 20.6388 -26.0635 6.05567 -34.86 -492.026
hNN_1sjw_d2n_des_1_0077 0 0 0 0 7.49091 0 0 0 0 -549.355 88.16 1.46597 -18.3655 106.037 257.337 0 0 0 -16.714 -28.0849 -95.2717 -17.0177 -118.759 0 -41.4191 0 0 0 0 0 0 0 -27.571 0 0 0.0382319 18.5211 14.1707 0.104003 -0.230247 4.12115e-13 -0.162516 7.10543e-14 0 0 0 0 -36.5489 9.26776 1.07203 4.958 1 20.6388 -26.0635 5.97254 -34.86 -417.388
hNN_1sjw_d2n_des_1_0078 0 0 0 0 0.224041 0 0 0 0 -551.815 68.1114 1.28269 -18.4694 55.7806 258.879 0 0 0 -17.7614 -30.6559 -95.2717 -21.4077 -118.759 0 -41.0069 0 0 0 0 0 0 0 -19.2108 0 0 0.122397 2.48279 10.2168 -0.930167 -0.282005 4.12115e-13 -4.40951 7.10543e-14 0 0 0 0 -53.0174 3.90447 0.26847 2.87186 1 20.6388 -26.0635 6.05083 -34.86 -504.096
hNN_1sjw_d2n_des_1_0079 0 0 0 0 1.45679 0 0 0 0 -544.673 72.3432 1.43199 -18.7349 69.1371 255.81 0 0 0.0769231 -17.7492 -29.2599 -95.2717 -21.066 -118.759 0 -41.3809 0 0 0 0 0 0 0 -17.1381 0 0 0.110731 11.1256 9.58481 0.059704 -0.172468 1.42109e-14 -0.142201 1.42109e-14 0 0 0 0 -37.9528 8.28905 1.93953 0.90337 1 20.6388 -26.0635 6.0518 -34.86 -479.567
hNN_1sjw_d2n_des_1_0080 0 0 0 0 0.986225 0 0 0 0 -551.128 68.9782 1.34634 -17.808 62.4331 260.091 0 0 0.0384615 -17.425 -29.9413 -95.2717 -19.4754 -118.759 0 -41.3082 0 0 0 0 0 0 0 -18.8696 0 0 0.0597979 6.15384 12.497 -0.544734 -0.197085 4.12115e-13 -2.2657 7.10543e-14 0 0 0 0 -44.4747 6.50904 1.82746 2.17003 1 20.6388 -26.0635 6.0521 -34.86 -490.205
hNN_1sjw_d2n_des_1_0081 0 0 0 0 0.0110421 0 0 0 0 -543.461 73.8191 1.40114 -18.7738 82.7126 252.691 0 0 0.269231 -18.4614 -28.7469 -95.2717 -23.2049 -118.759 0 -40.9141 0 0 0 0 0 0 0 -15.365 0 0 0.0559886 8.51009 7.60192 -0.0584011 -0.335863 4.12115e-13 -2.26878 7.10543e-14 0 0 0 0 -42.7742 3.52927 1.96259 2.23113 1 20.6388 -26.0635 11.4476 -34.86 -464.88
hNN_1sjw_d2n_des_1_0082 0 0 0 0 2.4353 0 0 0 0 -546.109 69.841 1.30358 -19.0258 63.012 252.254 0 0.0384615 0.346154 -17.1391 -30.4011 -95.2717 -18.5811 -118.759 0 -40.8456 0 0 0 0 0 0 0 -15.2794 0 0 0.0496578 9.03833 4.52697 0.11138 -0.337304 1.42109e-14 -0.119331 1.42109e-14 0 0 0 0 -42.8553 2.77359 1.07813 1.31706 1 20.6388 -26.0635 6.05614 -34.86 -490.67
hNN_1sjw_d2n_des_1_0083 0 0 0 0 0.0237463 0 0 0 0 -545.061 67.8547 1.31268 -19.0119 57.2108 254.268 0 0.0769231 0.192308 -17.4499 -29.2363 -95.2717 -20.2212 -118.759 0 -41.0175 0 0 0 0 0 0 0 -16.0235 0 0 0.0697057 2.60497 7.46242 -0.189985 -0.225415 4.12115e-13 -1.73332 7.10543e-14 0 0 0 0 -49.0526 4.17446 1.24118 1.07374 1 20.6388 -26.0635 6.05077 -34.86 -498.574
hNN_1sjw_d2n_des_1_0084 0 0 0 0 5.12975 0 0 0 0 -543.018 80.4608 1.41378 -17.8831 94.7272 254.647 0 0 0 -17.1462 -28.7538 -95.2717 -16.2977 -118.759 0 -41.4849 0 0 0 0 0 0 0 -14.8921 0 0 0.0802472 14.1759 9.54672 -0.0307408 -0.0572073 1.42109e-14 -0.0610604 1.42109e-14 0 0 0 0 -32.7231 8.09612 1.07421 5.45782 1 20.6388 -26.0635 7.60003 -34.86 -433.435
hNN_1sjw_d2n_des_1_0085 0 0 0 0 2.98242 0 0 0 0 -542.595 75.253 1.31037 -18.5468 74.2785 252.524 0 0.0384615 0.115385 -16.3498 -27.2691 -95.2717 -16.3834 -118.759 0 -41.4248 0 0 0 0 0 0 0 -14.3437 0 0 0.0678976 4.4982 8.28848 0.114842 -0.221428 0 -0.434247 -2.84217e-14 0 0 0 0 -43.4548 8.07376 0.542655 2.31728 1 20.6388 -26.0635 6.05148 -34.86 -463.059
hNN_1sjw_d2n_des_1_0086 0 0 0 0 12.165 0 0 0 0 -562.102 83.9019 1.30176 -18.5631 711.478 261.242 0 0 0 -16.9147 -26.1794 -95.2717 -12.5752 -118.759 0 -41.406 0 0 0 0 0 0 0 -33.0554 0 0 0.020101 644.136 15.1104 -0.0215042 -0.103221 2.41585e-13 -0.116749 -1.42109e-14 0 0 0 0 584.564 7.38813 0.564786 5.15385 1 20.6388 -26.0635 32.076 -34.86 211.516
hNN_1sjw_d2n_des_1_0087 0 0 0 0 1.23084 0 0 0 0 -542.874 67.0608 1.29503 -17.9666 56.2697 251.502 0 0 0 -15.3809 -27.5239 -95.2717 -9.1297 -118.759 0 -41.54 0 0 0 0 0 0 0 -17.9963 0 0 0.0439846 3.1618 9.64924 0.35109 -0.263373 1.42109e-14 -0.111005 1.42109e-14 0 0 0 0 -46.7045 8.76492 1.14618 4.22249 1 20.6388 -26.0635 6.0516 -34.86 -483.781
hNN_1sjw_d2n_des_1_0088 0 0 0 0 0.0265613 0 0 0 0 -539.837 68.5428 1.30008 -18.5832 53.3726 251.825 0 0 0.0384615 -16.7906 -27.9506 -95.2717 -16.5439 -118.759 0 -41.812 0 0 0 0 0 0 0 -12.7733 0 0 0.10853 1.21294 7.47205 -0.282283 -0.171976 0 -0.0357176 -2.84217e-14 0 0 0 0 -46.2817 8.56099 2.23123 3.33002 1 20.6388 -26.0635 6.0531 -34.86 -492.9
hNN_1sjw_d2n_des_1_0089 0 0 0 0 0.277231 0 0 0 0 -539.66 71.1967 1.31351 -18.4736 53.657 251.728 0 0.0384615 0.346154 -16.5522 -29.4031 -95.2717 -17.538 -118.759 0 -41.0335 0 0 0 0 0 0 0 -10.1565 0 0 0.102186 0.657665 4.99645 -0.0200119 -0.173631 5.68434e-14 -1.83941 1.27898e-13 0 0 0 0 -47.4667 3.39922 2.17299 1.99885 1 20.6388 -26.0635 6.05169 -34.86 -491.718
hNN_1sjw_d2n_des_1_0090 0 0 0 0 0.1923 0 0 0 0 -552.246 72.3898 1.34408 -18.0193 59.8892 258.218 0 0.0384615 0.0769231 -17.2939 -28.4346 -95.2717 -17.8593 -118.759 0 -41.4504 0 0 0 0 0 0 0 -23.9087 0 0 -0.0164952 3.97595 12.8071 -0.740024 -0.325447 1.42109e-14 -1.75904 1.42109e-14 0 0 0 0 -51.4171 7.91215 2.00673 2.87951 1 20.6388 -26.0635 2.28419 -34.86 -493.851
hNN_1sjw_d2n_des_1_0091 0 0 0 0 0.789283 0 0 0 0 -541.566 68.9521 1.3063 -18.5047 56.3343 251.635 0 0 0 -16.669 -27.8198 -95.2717 -16.9418 -118.759 0 -41.2265 0 0 0 0 0 0 0 -13.3646 0 0 0.109811 2.76811 5.03945 -0.436544 -0.249889 4.12115e-13 -1.47081 7.10543e-14 0 0 0 0 -48.831 3.90685 0.1363 2.20786 1 20.6388 -26.0635 11.4476 -34.86 -485.352
hNN_1sjw_d2n_des_1_0092 0 0 0 0 26.4604 0 0 0 0 -550.084 74.8993 1.33364 -18.9721 78.8136 257.432 0 0 0.192308 -18.2218 -28.6159 -95.2717 -22.7968 -118.759 0 -40.967 0 0 0 0 0 0 0 -19.5938 0 0 0.130056 11.6259 10.757 -0.399152 -0.330766 1.42109e-14 -3.05673 1.42109e-14 0 0 0 0 -41.8345 5.41245 1.55649 1.30383 1 20.6388 -26.0635 6.05213 -34.86 -448.014
hNN_1sjw_d2n_des_1_0093 0 0 0 0 1.48123 0 0 0 0 -539.012 69.3116 1.35716 -18.3456 60.3537 249.703 0 0 0 -16.6794 -27.9071 -95.2717 -14.9051 -118.759 0 -41.5439 0 0 0 0 0 0 0 -13.6028 0 0 -0.0216055 0.767069 6.55498 -0.0120078 -0.171706 0 -1.13687e-13 -2.84217e-14 0 0 0 0 -48.03 4.60901 2.23078 3.71622 1 20.6388 -26.0635 6.05079 -34.86 -482.906
hNN_1sjw_d2n_des_1_0094 0 0 0 0 4.13135 0 0 0 0 -545.429 70.2587 1.3334 -19.1973 60.9299 251.933 0 0 0.115385 -17.9669 -28.8345 -95.2717 -18.8788 -118.759 0 -41.1423 0 0 0 0 0 0 0 -17.3942 0 0 0.0827851 6.0377 5.94941 -0.47864 -0.324163 0 -2.27711 -2.84217e-14 0 0 0 0 -49.5465 4.01989 1.87223 1.86268 1 20.6388 -26.0635 11.4476 -34.86 -484.588
hNN_1sjw_d2n_des_1_0095 0 0 0 0 20.4751 0 0 0 0 -558.276 86.9795 2.35177 -17.5069 452.778 259.863 0 0 0.115385 -17.5222 -26.3465 -95.2717 -19.0215 -118.759 0 -41.0499 0 0 0 0 0 0 0 -30.5263 0 0 0.0268378 349.511 17.31 -0.319422 -0.284188 2.41585e-13 -1.64404 -1.42109e-14 0 0 0 0 293.024 9.11068 1.583 5.68579 1 20.6388 -26.0635 11.4476 -34.86 -59.0925
hNN_1sjw_d2n_des_1_0096 0 0 0 0 0.186558 0 0 0 0 -545.606 73.263 1.27216 -19.0567 79.1086 251.628 0 0.0769231 0.346154 -17.1223 -28.0752 -95.2717 -14.3678 -118.759 0 -40.85 0 0 0 0 0 0 0 -14.9495 0 0 -0.00236395 1.89652 6.57022 -0.0174865 -0.208601 4.12115e-13 -0.11125 7.10543e-14 0 0 0 0 -47.6725 3.26659 1.22068 1.29306 1 20.6388 -26.0635 6.05292 -34.86 -467.032
hNN_1sjw_d2n_des_1_0097 0 0 0 0 0.0456234 0 0 0 0 -544.738 69.0794 1.30143 -18.5871 54.5596 253.512 0 0.0384615 0.423077 -16.5822 -28.6306 -95.2717 -15.8504 -118.759 0 -41.0605 0 0 0 0 0 0 0 -15.434 0 0 0.0892535 1.97832 7.3946 -0.0784527 -0.378733 4.12115e-13 -0.434882 7.10543e-14 0 0 0 0 -47.9244 2.51312 1.59449 1.30745 1 20.6388 -26.0635 6.05535 -34.86 -494.15
hNN_1sjw_d2n_des_1_0098 0 0 0 0 1.67666 0 0 0 0 -548.11 75.8668 1.58509 -18.6482 81.1186 255.907 0 0 0.0384615 -16.8399 -27.0826 -95.2717 -15.0895 -118.759 0 -41.2331 0 0 0 0 0 0 0 -19.8505 0 0 0.0030381 8.03833 11.6201 -0.193559 -0.274758 4.12115e-13 -1.01125 7.10543e-14 0 0 0 0 -42.9016 8.50485 2.25357 2.8068 1 20.6388 -26.0635 6.05211 -34.86 -457.879
hNN_1sjw_d2n_des_1_0099 0 0 0 0 0.0317445 0 0 0 0 -539.364 67.8955 1.32886 -18.6292 54.1329 251.54 0 0.0384615 0.115385 -16.9017 -27.4197 -95.2717 -15.6528 -118.759 0 -41.4819 0 0 0 0 0 0 0 -13.8543 0 0 0.101384 1.77984 7.7487 -0.185553 -0.286649 0 -0.0195785 -2.84217e-14 0 0 0 0 -46.1981 8.4575 2.01111 1.67897 1 20.6388 -26.0635 6.05119 -34.86 -491.302
hNN_1sjw_d2n_des_1_0100 0 0 0 0 1.18242e-09 0 0 0 0 -527.391 65.1058 1.29435 -19.2083 50.1797 243.835 0 0 0 -17.1471 -28.3692 -95.2717 -16.763 -118.759 0 -42.2775 0 0 0 0 0 0 0 -2.11893 0 0 -1.98952e-14 0 1.22062 0.0409481 -1.77636e-14 0 -1.20792e-13 -2.84217e-14 0 0 0 0 -43.1348 13.4673 1.5859 12.2833 1 20.6388 -26.0635 6.13806 -34.86 -496.641
hNN_1sjw_d2n_des_1_0101 0 0 0 0 0.0969102 0 0 0 0 -545.013 68.3528 1.29445 -19.1647 57.5941 254.389 0 0 0.346154 -17.0227 -27.8883 -95.2717 -16.049 -118.759 0 -41.0558 0 0 0 0 0 0 0 -17.366 0 0 0.0659273 4.54995 8.94445 -0.0504898 -0.236898 1.42109e-14 -1.52286 1.42109e-14 0 0 0 0 -46.6717 4.10254 1.27313 1.0275 1 20.6388 -26.0635 6.05048 -34.86 -491.675
hNN_1sjw_d2n_des_1_0102 0 0 0 0 0.057348 0 0 0 0 -543.445 67.0502 1.29084 -18.3122 52.9911 250.285 0 0.0384615 0.307692 -17.0714 -27.6991 -95.2717 -16.9342 -118.759 0 -41.1387 0 0 0 0 0 0 0 -17.497 0 0 0.0107743 1.79222 7.28727 0.148432 -0.155077 1.42109e-14 -0.122557 1.42109e-14 0 0 0 0 -49.6746 3.07477 1.0744 1.52814 1 20.6388 -26.0635 6.05264 -34.86 -500.05
hNN_1sjw_d2n_des_1_0103 0 0 0 0 1.16356e-05 0 0 0 0 -541.806 67.724 1.2858 -18.4487 57.1898 252.624 0 0 0.0384615 -16.2263 -27.3175 -95.2717 -13.0121 -118.759 0 -41.4057 0 0 0 0 0 0 0 -14.9189 0 0 0.113937 4.52093 7.717 -0.0230156 -0.363725 0 -0.00844369 -2.84217e-14 0 0 0 0 -44.368 7.78012 1.11084 1.05305 1 20.6388 -26.0635 6.05425 -34.86 -486.248
hNN_1sjw_d2n_des_1_0104 0 0 0 0 17.0838 0 0 0 0 -567.2 81.6671 1.42597 -19.2908 120.163 271.207 0 0 0 -19.0053 -30.0046 -95.2717 -20.8885 -118.759 0 -41.3554 0 0 0 0 0 0 0 -29.3898 0 0 0.226899 41.492 16.3918 -0.275724 -1.1201 5.68434e-14 -0.153782 1.27898e-13 0 0 0 0 -14.1841 9.13414 1.20961 5.01197 1 20.6388 -26.0635 11.3802 -34.86 -407.777
hNN_1sjw_d2n_des_1_0105 0 0 0 0 0.511122 0 0 0 0 -541.704 67.6065 1.33127 -18.3414 56.215 253.461 0 0 0.0384615 -16.2215 -27.9479 -95.2717 -13.3466 -118.759 0 -41.7157 0 0 0 0 0 0 0 -16.4448 0 0 0.0996563 4.17021 9.12184 0.0706809 -0.172336 1.42109e-14 -0.00581633 1.42109e-14 0 0 0 0 -44.8763 9.17255 1.95039 3.75643 1 20.6388 -26.0635 6.0529 -34.86 -486.699
hNN_1sjw_d2n_des_1_0106 0 0 0 0 2.21869 0 0 0 0 -546.872 69.8109 1.30319 -19.5058 61.6043 256.07 0 0.0384615 0.0769231 -17.5956 -29.8194 -95.2717 -17.3443 -118.759 0 -41.0562 0 0 0 0 0 0 0 -19.0582 0 0 -0.00974571 8.51807 11.2752 -0.260144 -0.325745 4.12115e-13 -1.37068 7.10543e-14 0 0 0 0 -42.2874 7.70383 2.04882 1.33394 1 20.6388 -26.0635 6.06308 -34.86 -488.382
hNN_1sjw_d2n_des_1_0107 0 0 0 0 9.35911 0 0 0 0 -554.437 76.1241 1.32421 -18.923 203.709 264.383 0 0 0 -18.0962 -24.7634 -95.2717 -15.3971 -118.759 0 -41.334 0 0 0 0 0 0 0 -28.3611 0 0 0.116734 135.093 19.0051 -1.60982 6.03961e-14 2.41585e-13 -0.0623755 -1.42109e-14 0 0 0 0 82.8479 7.86729 0.352003 3.44571 1 20.6388 -26.0635 5.97052 -34.86 -325.061
